OBJECTID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,Pop25P_e,Pop25P_m,NoHS_e,NoHS_m,pNoHS_e,pNoHS_m,SomeHS_e,SomeHS_m,pSomeHS_e,pSomeHS_m,HSGrad_e,HSGrad_m,pHSGrad_e,pHSGrad_m,SomeColl_e,SomeColl_m,pSomeColl_e,pSomeColl_m,Associates_e,Associates_m,pAssociates_e,pAssociates_m,BA_e,BA_m,pBA_e,pBA_m,GradProf_e,GradProf_m,pGradProf_e,pGradProf_m,LtHS_e,LtHS_m,pLtHS_e,pLtHS_m,HSPlus_e,HSPlus_m,pHSPlus_e,pHSPlus_m,BAPlus_e,BAPlus_m,pBAPlus_e,pBAPlus_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
639,30667,No,Northeast Georgia,3499,ZCTA,ZCTA5 30667,743,171,51,43,6.9,5.6,86,47,11.6,5.8,273,79,36.7,6.4,145,50,19.5,5.1,38,24,5.1,3,86,59,11.6,7.5,64,35,8.6,4.2,137,64,18.4,7.5,606,118,81.6,24.6,150,68,20.2,8,,,,,0.963441241146875,0.0197604026903669
640,30668,No,Central Savannah River Area,3500,ZCTA,ZCTA5 30668,1083,140,61,31,5.6,2.8,167,49,15.4,4,550,98,50.8,6.3,172,47,15.9,3.8,47,28,4.3,2.6,61,29,5.6,2.6,25,24,2.3,2.2,228,58,21.1,4.6,855,119,78.9,4,86,37,7.9,3.3,,,,,1.70724779462915,0.0424140112457303
641,30669,No,CSRA / NE,3501,ZCTA,ZCTA5 30669,2234,178,238,71,10.7,3.1,337,82,15.1,3.5,1036,122,46.4,4,325,71,14.5,3,93,46,4.2,2,76,32,3.4,1.4,129,57,5.8,2.5,575,108,25.7,4.4,1659,162,74.3,4.2,205,65,9.2,2.8,,,,,1.47626041359584,0.0314212910835711
642,30673,No,Central Savannah River Area,3502,ZCTA,ZCTA5 30673,5573,210,425,167,7.6,3,711,163,12.8,2.9,2241,198,40.2,3.2,945,188,17,3.3,364,95,6.5,1.7,475,110,8.5,2,412,112,7.4,2,1136,233,20.4,4.1,4437,329,79.6,5.1,887,157,15.9,2.8,,,,,1.88732060888258,0.066653550431977
643,30677,No,Northeast Georgia,3503,ZCTA,ZCTA5 30677,12473,522,148,77,1.2,0.6,431,130,3.5,1,2815,323,22.6,2.4,2329,294,18.7,2.2,931,217,7.5,1.7,2766,318,22.2,2.4,3053,317,24.5,2.3,579,151,4.6,1.2,11894,663,95.4,3.5,5819,449,46.7,3,,,,,1.63410321748365,0.0300922603687179
644,30678,No,CSRA / NE,3504,ZCTA,ZCTA5 30678,1182,181,132,65,11.2,5.2,131,51,11.1,4,541,134,45.8,8.9,135,38,11.4,2.7,50,34,4.2,2.8,127,40,10.7,2.9,66,41,5.6,3.4,263,82,22.3,6.1,919,154,77.7,5.3,193,57,16.3,4.1,,,,,0.925682390080416,0.0182387745939101
645,30680,Partial,Northeast Georgia,3505,ZCTA,ZCTA5 30680,27302,827,1861,292,6.8,1.1,2698,342,9.9,1.2,9745,653,35.7,2.1,6316,463,23.1,1.5,2273,282,8.3,1,2945,296,10.8,1,1464,237,5.4,0.9,4559,450,16.7,1.6,22743,930,83.3,2.3,4409,379,16.1,1.3,,,,,1.31596992716267,0.0235791026032519
646,30683,No,Northeast Georgia,3506,ZCTA,ZCTA5 30683,4600,498,297,121,6.5,2.5,447,136,9.7,2.8,1580,305,34.3,5.5,717,163,15.6,3.1,257,98,5.6,2,821,167,17.8,3.1,481,113,10.5,2.2,744,182,16.2,3.5,3856,413,83.8,12.8,1302,202,28.3,3.1,,,,,0.649159156474359,0.00999202872139219
647,30701,No,Northwest Georgia,3507,ZCTA,ZCTA5 30701,26332,801,2735,438,10.4,1.6,3444,452,13.1,1.7,8350,605,31.7,2.1,6077,591,23.1,2.1,1774,324,6.7,1.2,2349,366,8.9,1.4,1603,288,6.1,1.1,6179,629,23.5,2.3,20153,1019,76.5,3.1,3952,465,15,1.7,,,,,1.49404711294469,0.038831849666587
648,30705,No,Northwest Georgia,3508,ZCTA,ZCTA5 30705,22023,317,2914,396,13.2,1.8,4151,466,18.8,2.1,8056,568,36.6,2.5,3727,391,16.9,1.8,899,191,4.1,0.9,1342,249,6.1,1.1,934,228,4.2,1,7065,612,32.1,2.7,14958,791,67.9,3.5,2276,338,10.3,1.5,,,,,2.04999626681683,0.0612669735654686
649,30707,No,Northwest Georgia,3509,ZCTA,ZCTA5 30707,10949,610,574,174,5.2,1.6,1133,263,10.3,2.3,4369,457,39.9,3.5,2530,377,23.1,3.2,872,274,8,2.5,1061,241,9.7,2.1,410,143,3.7,1.3,1707,315,15.6,2.7,9242,711,84.4,4.5,1471,280,13.4,2.4,,,,,1.35729128697039,0.032885834654385
650,30708,No,Northwest Georgia,3510,ZCTA,ZCTA5 30708,115,75,6,36,5.2,31,31,45,27,35.4,35,33,30.4,20.6,43,46,37.4,31.7,0,18,0,16,0,18,0,16,0,32,0,27.7,37,58,32.2,45.7,78,70,67.8,41.7,0,37,0,32,,,,,0.461137087658554,0.00374381617212228
651,30710,No,Northwest Georgia,3511,ZCTA,ZCTA5 30710,4733,478,194,73,4.1,1.5,581,176,12.3,3.5,1353,243,28.6,4.2,1191,209,25.2,3.6,320,109,6.8,2.2,484,117,10.2,2.2,610,158,12.9,3.1,775,191,16.4,3.7,3958,391,83.6,11.8,1094,197,23.1,3.4,,,,,0.627503189859215,0.0121626248970883
652,30711,No,Northwest Georgia,3512,ZCTA,ZCTA5 30711,2458,249,193,89,7.9,3.5,605,179,24.6,6.9,1023,192,41.6,6.6,377,110,15.3,4.2,90,52,3.7,2.1,68,51,2.8,2.1,102,63,4.1,2.5,798,200,32.5,7.4,1660,242,67.5,7.1,170,82,6.9,3.2,,,,,1.1334649276983,0.0177811980693258
653,30720,No,Northwest Georgia,3513,ZCTA,ZCTA5 30720,17704,841,2040,401,11.5,2.2,2583,461,14.6,2.5,4388,522,24.8,2.7,3809,484,21.5,2.5,887,252,5,1.4,2623,326,14.8,1.7,1374,235,7.8,1.3,4623,611,26.1,3.2,13081,855,73.9,3.3,3997,402,22.6,2,,,,,0.880092043202869,0.0124148944813033
654,30721,No,Northwest Georgia,3514,ZCTA,ZCTA5 30721,33657,843,6528,662,19.4,1.9,6856,710,20.4,2,10124,782,30.1,2.2,6062,633,18,1.8,1255,258,3.7,0.8,1942,335,5.8,1,890,206,2.6,0.6,13384,971,39.8,2.7,20273,1111,60.2,2.9,2832,393,8.4,1.1,,,,,1.68927565182013,0.0317254281548681
655,30725,No,Northwest Georgia,3515,ZCTA,ZCTA5 30725,3020,469,226,133,7.5,4.2,418,206,13.8,6.5,866,204,28.7,5.1,487,152,16.1,4.4,229,105,7.6,3.3,565,170,18.7,4.8,229,126,7.6,4,644,245,21.3,7.4,2376,347,78.7,16.8,794,211,26.3,5.7,,,,,0.394402683838393,0.00380982157998225
656,31560,No,Heart of Georgia Altamaha,3731,ZCTA,ZCTA5 31560,1787,224,72,43,4,2.4,250,82,14,4.2,819,154,45.8,6.5,269,79,15.1,4,187,64,10.5,3.3,151,65,8.4,3.5,39,40,2.2,2.2,322,93,18,4.7,1465,200,82,4.4,190,76,10.6,4.1,,,,,1.28705305287614,0.0338886120397362
657,31561,No,Coastal Regional Commission,3732,ZCTA,ZCTA5 31561,151,180,0,37,0,24.4,0,37,0,24.4,0,18,0,12.2,49,81,32.5,37.3,0,18,0,12.2,102,115,67.5,110.7,0,32,0,21.1,0,52,0,34.4,151,146,100,153.7,102,119,67.5,112.7,,,,,0.345175494713746,0.00217160290741641
658,31562,No,Southern Georgia,3733,ZCTA,ZCTA5 31562,1752,354,224,139,12.8,7.5,225,108,12.8,5.6,643,177,36.7,6.8,401,145,22.9,6.9,19,29,1.1,1.6,44,44,2.5,2.4,196,112,11.2,6,449,177,25.6,8.6,1303,260,74.4,21.1,240,121,13.7,6.3,,,,,1.7616408974984,0.0261647036189719
659,31563,No,Heart of Georgia Altamaha,3734,ZCTA,ZCTA5 31563,876,197,56,37,6.4,4,126,72,14.4,7.6,367,107,41.9,7.8,204,79,23.3,7.4,87,51,9.9,5.3,20,12,2.3,1.3,16,30,1.8,3.4,182,81,20.8,8,694,146,79.2,24.4,36,32,4.1,3.6,,,,,1.55424070794216,0.0276824439479713
660,31565,No,Coastal Regional Commission,3735,ZCTA,ZCTA5 31565,1510,233,71,52,4.7,3.4,168,104,11.1,6.6,367,127,24.3,7.5,478,137,31.7,7.6,113,64,7.5,4.1,175,73,11.6,4.5,138,60,9.1,3.7,239,116,15.8,7.3,1271,218,84.2,6.4,313,94,20.7,5.4,,,,,1.62909341997817,0.0362870382927022
661,30518,Yes,ARC / GM,3414,ZCTA,ZCTA5 30518,31803,1140,2186,476,6.9,1.5,2107,353,6.6,1.1,7623,656,24,1.9,6621,617,20.8,1.8,2847,460,9,1.4,7270,623,22.9,1.8,3149,393,9.9,1.2,4293,593,13.5,1.8,27510,1251,86.5,2.4,10419,737,32.8,2,,,,,0.582432007984937,0.0118878244279714
662,31566,No,CRC / SG,3736,ZCTA,ZCTA5 31566,2614,356,121,80,4.6,3,397,176,15.2,6.4,1171,228,44.8,6.3,555,201,21.2,7.1,220,127,8.4,4.7,77,63,2.9,2.4,73,74,2.8,2.8,518,194,19.8,6.9,2096,344,80.2,7.3,150,98,5.7,3.7,,,,,1.01230940921039,0.0157018800924931
663,30519,Yes,ARC / GM,3415,ZCTA,ZCTA5 30519,28402,1707,1380,728,4.9,2.5,1741,625,6.1,2.2,7119,849,25.1,2.6,5703,758,20.1,2.4,2422,560,8.5,1.9,6673,831,23.5,2.6,3364,633,11.8,2.1,3121,960,11,3.3,25281,1643,89,2.2,10037,1045,35.3,3,,,,,0.716828539499361,0.00874127263793015
664,31567,No,Southern Georgia,3737,ZCTA,ZCTA5 31567,661,321,57,73,8.6,10.2,197,180,29.8,23.2,135,91,20.4,9.6,223,117,33.7,6.9,34,33,5.1,4.4,15,18,2.3,2.4,0,32,0,4.8,254,195,38.4,22.8,407,157,61.6,38.2,15,36,2.3,5.4,,,,,0.601554515868994,0.0105595271678146
665,30520,No,Georgia Mountains,3416,ZCTA,ZCTA5 30520,3152,421,304,104,9.6,3,543,154,17.2,4.3,1302,233,41.3,4.9,433,124,13.7,3.5,282,85,8.9,2.4,192,79,6.1,2.4,96,59,3,1.8,847,186,26.9,4.7,2305,295,73.1,13.5,288,98,9.1,2.9,,,,,0.862273906598214,0.0146046260370156
666,31568,No,Coastal Regional Commission,3738,ZCTA,ZCTA5 31568,742,197,64,45,8.6,5.6,75,69,10.1,8.9,322,126,43.4,12.5,107,67,14.4,8.2,119,72,16,8.8,31,25,4.2,3.1,24,35,3.2,4.6,139,83,18.7,10,603,166,81.3,5.7,55,43,7.4,5.4,,,,,1.51458417346948,0.0323039489720476
667,30521,No,Georgia Mountains,3417,ZCTA,ZCTA5 30521,3641,414,449,145,12.3,3.7,423,155,11.6,4,1545,283,42.4,6.1,567,163,15.6,4.1,273,119,7.5,3.1,260,92,7.1,2.4,124,86,3.4,2.3,872,212,23.9,5.1,2769,370,76.1,5.3,384,126,10.5,3.2,,,,,1.5852268768088,0.0242123755790177
668,31569,No,Coastal Regional Commission,3739,ZCTA,ZCTA5 31569,4077,371,110,47,2.7,1.1,292,94,7.2,2.2,1198,194,29.4,3.9,1165,182,28.6,3.6,343,89,8.4,2,619,135,15.2,3,350,102,8.6,2.4,402,105,9.9,2.4,3675,327,90.1,11.5,969,169,23.8,3.5,,,,,1.13997619714803,0.0169794846869564
669,30522,No,Northwest Georgia,3418,ZCTA,ZCTA5 30522,706,185,21,40,3,5.7,57,57,8.1,7.7,253,98,35.8,10.3,100,63,14.2,8.1,97,69,13.7,9.1,83,60,11.8,7.9,95,66,13.5,8.7,78,70,11,9.4,628,162,89,32.7,178,89,25.2,10.8,,,,,1.16198645291573,0.0115820221650246
670,31601,No,Southern Georgia,3740,ZCTA,ZCTA5 31601,19151,845,1632,300,8.5,1.5,3436,414,17.9,2,6363,600,33.2,2.8,3936,495,20.6,2.4,1253,270,6.5,1.4,1641,253,8.6,1.3,890,239,4.6,1.2,5068,511,26.5,2.4,14083,894,73.5,3.4,2531,348,13.2,1.7,,,,,1.19201033360086,0.0385543901894085
671,30523,No,Georgia Mountains,3419,ZCTA,ZCTA5 30523,9045,523,363,149,4,1.6,916,229,10.1,2.5,2863,356,31.7,3.5,1879,339,20.8,3.6,690,190,7.6,2.1,1196,206,13.2,2.1,1138,242,12.6,2.6,1279,273,14.1,2.9,7766,615,85.9,4.7,2334,318,25.8,3.2,,,,,1.49532106425733,0.0445919174808501
672,31602,No,Southern Georgia,3741,ZCTA,ZCTA5 31602,20688,867,547,165,2.6,0.8,1703,309,8.2,1.5,6455,663,31.2,2.9,3957,502,19.1,2.3,1898,336,9.2,1.6,3460,413,16.7,1.9,2668,369,12.9,1.7,2250,350,10.9,1.6,18438,1054,89.1,3.5,6128,554,29.6,2.4,,,,,0.876042400812244,0.0101059100583279
673,30525,No,Georgia Mountains,3420,ZCTA,ZCTA5 30525,5414,425,286,118,5.3,2.1,561,149,10.4,2.6,1972,256,36.4,3.8,1129,188,20.9,3.1,321,91,5.9,1.6,622,130,11.5,2.2,523,159,9.7,2.8,847,190,15.6,3.3,4567,389,84.4,2.8,1145,206,21.1,3.4,,,,,2.19751598756344,0.0531200401438447
674,31605,No,Southern Georgia,3742,ZCTA,ZCTA5 31605,12785,508,217,101,1.7,0.8,730,200,5.7,1.5,2785,371,21.8,2.8,2898,370,22.7,2.8,1454,231,11.4,1.8,2779,356,21.7,2.6,1922,305,15,2.3,947,224,7.4,1.7,11838,740,92.6,4.5,4701,469,36.8,3.4,,,,,0.765823964470623,0.0131970519591977
675,30527,Yes,Georgia Mountains,3421,ZCTA,ZCTA5 30527,3189,318,94,63,2.9,2,295,99,9.3,3,1067,192,33.5,5,802,156,25.1,4.2,211,71,6.6,2.1,474,127,14.9,3.7,246,88,7.7,2.6,389,118,12.2,3.5,2800,300,87.8,3.4,720,154,22.6,4.3,,,,,0.458407470558328,0.0064772450988215
676,39815,No,Southwest Georgia,3855,ZCTA,ZCTA5 39815,1277,198,140,51,11,3.6,209,74,16.4,5.2,466,125,36.5,8,255,74,20,4.9,113,54,8.8,4,55,27,4.3,2,39,29,3.1,2.2,349,90,27.3,5.6,928,160,72.7,5.5,94,40,7.4,2.9,,,,,0.683398644094708,0.0125684253948974
677,31606,No,Southern Georgia,3743,ZCTA,ZCTA5 31606,2441,308,168,69,6.9,2.7,460,160,18.8,6.1,787,161,32.2,5.2,480,116,19.7,4.1,281,95,11.5,3.6,165,59,6.8,2.3,100,56,4.1,2.3,628,174,25.7,6.3,1813,235,74.3,2.1,265,82,10.9,3.1,,,,,0.706173259544547,0.0108607643652883
678,30528,No,Georgia Mountains,3422,ZCTA,ZCTA5 30528,16392,422,557,177,3.4,1.1,2123,399,13,2.4,5654,548,34.5,3.2,3806,522,23.2,3.1,1507,284,9.2,1.7,1762,343,10.7,2.1,983,228,6,1.4,2680,437,16.3,2.6,13712,907,83.7,5.1,2745,412,16.7,2.5,,,,,1.56164640743761,0.0457085299505413
679,31620,No,Southern Georgia,3744,ZCTA,ZCTA5 31620,6962,322,380,108,5.5,1.5,980,194,14.1,2.7,2414,289,34.7,3.8,1293,237,18.6,3.3,634,178,9.1,2.5,775,184,11.1,2.6,486,133,7,1.9,1360,222,19.5,3.1,5602,471,80.5,5.7,1261,227,18.1,3.1,,,,,1.33617860733322,0.0312293566466746
680,30529,No,GM / NE,3423,ZCTA,ZCTA5 30529,7342,411,596,183,8.1,2.4,1046,191,14.2,2.5,2944,311,40.1,3.6,1248,215,17,2.8,513,137,7,1.8,591,125,8,1.6,404,112,5.5,1.5,1642,264,22.4,3.4,5700,436,77.6,4.1,995,168,13.6,2.2,,,,,0.965180661986393,0.0131907630663293
681,39817,No,Southwest Georgia,3856,ZCTA,ZCTA5 39817,6783,495,301,126,4.4,1.8,1042,224,15.4,3.1,2595,303,38.3,3.5,1518,255,22.4,3.4,536,165,7.9,2.4,513,162,7.6,2.3,278,110,4.1,1.6,1343,257,19.8,3.5,5440,472,80.2,3.8,791,196,11.7,2.8,,,,,1.60294712548453,0.0372953910238781
682,31622,No,Southern Georgia,3745,ZCTA,ZCTA5 31622,1385,174,66,39,4.8,2.8,225,83,16.2,5.7,546,98,39.4,5,273,80,19.7,5.2,141,56,10.2,3.8,91,47,6.6,3.3,43,44,3.1,3.1,291,92,21,6.1,1094,152,79,4.8,134,64,9.7,4.5,,,,,1.08054554997087,0.0273518613433275
683,31510,No,HOGA / SG,3697,ZCTA,ZCTA5 31510,6795,294,421,140,6.2,2,778,181,11.4,2.6,2773,274,40.8,3.6,1449,217,21.3,3.1,576,146,8.5,2.1,496,128,7.3,1.9,302,104,4.4,1.5,1199,228,17.6,3.3,5596,413,82.4,4.9,798,165,11.7,2.4,,,,,1.83369897339606,0.0559770156610576
684,31623,No,Southern Georgia,3746,ZCTA,ZCTA5 31623,68,35,7,33,10.3,48.6,11,31,16.2,45.4,14,12,20.6,14.3,22,19,32.4,23.2,9,12,13.2,15.7,2,14,2.9,19.9,3,29,4.4,43.1,18,46,26.5,65.8,50,41,73.5,47.5,5,32,7.4,47.4,,,,,0.0643864886602491,0.000217576095885058
685,31512,No,Southern Georgia,3698,ZCTA,ZCTA5 31512,1369,289,136,81,9.9,5.5,87,53,6.4,3.7,433,118,31.6,5.5,304,141,22.2,9.2,147,106,10.7,7.4,172,109,12.6,7.5,90,106,6.6,7.6,223,97,16.3,6.2,1146,261,83.7,7.1,262,152,19.1,10.3,,,,,0.918197951109754,0.0200690047820373
686,39819,No,Southwest Georgia,3857,ZCTA,ZCTA5 39819,7062,472,651,174,9.2,2.4,632,210,8.9,2.9,2416,337,34.2,4.2,1514,273,21.4,3.6,351,120,5,1.7,756,156,10.7,2.1,742,204,10.5,2.8,1283,273,18.2,3.7,5779,519,81.8,4.9,1498,257,21.2,3.4,,,,,1.33657235612869,0.0400275205177167
687,31624,No,Southern Georgia,3747,ZCTA,ZCTA5 31624,905,142,67,47,7.4,5,176,71,19.4,7.2,301,91,33.3,8.5,121,52,13.4,5.4,117,59,12.9,6.2,77,44,8.5,4.6,46,41,5.1,4.5,243,85,26.9,8.4,662,134,73.1,9.4,123,60,13.6,6.3,,,,,1.12382626017237,0.0196549449489064
688,31513,No,Heart of Georgia Altamaha,3699,ZCTA,ZCTA5 31513,10917,260,1004,238,9.2,2.2,1768,317,16.2,2.9,4412,374,40.4,3.3,1888,284,17.3,2.6,556,129,5.1,1.2,759,171,7,1.6,530,133,4.9,1.2,2772,396,25.4,3.6,8145,533,74.6,4.5,1289,216,11.8,2,,,,,2.0016126986213,0.0824553530390555
689,31625,No,Southern Georgia,3748,ZCTA,ZCTA5 31625,1029,240,70,75,6.8,7.1,165,106,16,9.6,299,130,29.1,10.7,265,133,25.8,11.4,70,62,6.8,5.8,93,83,9,7.8,67,59,6.5,5.6,235,130,22.8,11.5,794,221,77.2,11.7,160,102,15.5,9.2,,,,,0.905894087321014,0.0148396219730144
690,31516,No,Southern Georgia,3700,ZCTA,ZCTA5 31516,9818,356,546,169,5.6,1.7,1113,278,11.3,2.8,3940,469,40.1,4.5,2124,383,21.6,3.8,894,222,9.1,2.2,588,195,6,2,613,193,6.2,2,1659,326,16.9,3.3,8159,701,83.1,6.5,1201,274,12.2,2.8,,,,,1.68399045000314,0.040390566170782
691,31626,No,SG / SW,3749,ZCTA,ZCTA5 31626,2312,238,158,74,6.8,3.1,260,91,11.2,3.7,914,140,39.5,4.5,417,89,18,3.3,164,63,7.1,2.6,267,85,11.5,3.5,132,69,5.7,2.9,418,117,18.1,4.7,1894,209,81.9,3.2,399,110,17.3,4.4,,,,,1.1097692689241,0.0352024378311472
692,31518,No,HOGA / SG,3701,ZCTA,ZCTA5 31518,475,160,24,38,5.1,7.8,63,46,13.3,8.6,143,68,30.1,10.1,104,53,21.9,8.3,11,10,2.3,1.9,17,13,3.6,2.5,113,61,23.8,10.1,87,60,18.3,11,388,107,81.7,35.5,130,63,27.4,9.4,,,,,0.785873393960818,0.0115029083896135
693,39823,No,Southwest Georgia,3858,ZCTA,ZCTA5 39823,5304,238,427,120,8.1,2.2,607,147,11.4,2.7,1957,230,36.9,4,1041,195,19.6,3.6,342,112,6.4,2.1,532,134,10,2.5,398,113,7.5,2.1,1034,190,19.5,3.5,4270,366,80.5,5.9,930,175,17.5,3.2,,,,,2.45434902032024,0.0865085019424853
694,31627,No,Southern Georgia,3750,ZCTA,ZCTA5 31627,197,60,7,33,3.6,16.7,22,28,11.2,13.9,73,35,37.1,14,71,33,36,12.4,15,13,7.6,6.2,9,19,4.6,9.6,0,32,0,16.2,29,43,14.7,21.5,168,62,85.3,17.9,9,37,4.6,18.8,,,,,0.0996877021071412,0.000216149027235193
695,31519,No,HOGA / SG,3702,ZCTA,ZCTA5 31519,2271,278,69,38,3,1.6,434,139,19.1,5.7,908,149,40,4.4,429,106,18.9,4.1,223,85,9.8,3.5,133,54,5.9,2.3,75,46,3.3,2,503,144,22.1,5.7,1768,214,77.9,13.4,208,71,9.2,2.9,,,,,1.37398100878298,0.0336686129951947
696,39824,No,RV / SG,3859,ZCTA,ZCTA5 39824,395,132,30,48,7.6,11.9,18,32,4.6,8.1,159,79,40.3,14.9,63,43,15.9,9.5,28,30,7.1,7.2,79,49,20,10.5,18,28,4.6,7,48,58,12.2,14.1,347,111,87.8,40.6,97,57,24.6,11.8,,,,,1.1878810410719,0.0139147484312172
697,31629,No,Southern Georgia,3751,ZCTA,ZCTA5 31629,470,171,37,50,7.9,10.2,6,36,1.3,7.6,179,88,38.1,12.7,129,60,27.4,7.8,26,30,5.5,6.2,82,86,17.4,17.2,11,34,2.3,7.1,43,61,9.1,12.6,427,144,90.9,45.1,93,93,19.8,18.3,,,,,0.687991721248015,0.0107971194333859
698,31520,No,Coastal Regional Commission,3703,ZCTA,ZCTA5 31520,15379,713,759,221,4.9,1.4,2208,391,14.4,2.5,5104,478,33.2,2.7,3787,479,24.6,2.9,1054,237,6.9,1.5,1508,310,9.8,2,959,249,6.2,1.6,2967,449,19.3,2.8,12412,820,80.7,3.8,2467,397,16,2.5,,,,,0.425589954442239,0.00455361782084989
699,39825,No,Southwest Georgia,3860,ZCTA,ZCTA5 39825,803,203,15,37,1.9,4.6,128,62,15.9,6.6,265,107,33,10.4,211,90,26.3,9.1,84,49,10.5,5.5,45,30,5.6,3.5,55,47,6.8,5.6,143,72,17.8,7.8,660,159,82.2,28.7,100,56,12.5,6.2,,,,,1.3483122109883,0.0254932022940622
700,31630,No,Southern Georgia,3752,ZCTA,ZCTA5 31630,331,119,89,66,26.9,17.5,73,54,22.1,14.3,115,53,34.7,10.2,31,35,9.4,9.9,21,26,6.3,7.6,2,13,0.6,4,0,32,0,9.6,162,86,48.9,18.9,169,77,51.1,14.3,2,35,0.6,10.4,,,,,1.48401114537797,0.0222951532923072
701,31522,No,Coastal Regional Commission,3704,ZCTA,ZCTA5 31522,12946,539,72,48,0.6,0.4,435,165,3.4,1.3,1643,272,12.7,2,2552,346,19.7,2.5,891,201,6.9,1.5,4424,426,34.2,3,2929,327,22.6,2.3,507,172,3.9,1.3,12439,722,96.1,3.9,7353,537,56.8,3.4,,,,,0.871689405661824,0.0176843440583483
702,39826,No,Southwest Georgia,3861,ZCTA,ZCTA5 39826,270,72,47,37,17.4,12.8,59,34,21.9,11,69,33,25.6,10.3,44,20,16.3,6,4,5,1.5,1.8,1,13,0.4,4.9,46,41,17,14.5,106,50,39.3,15.1,164,58,60.7,14.3,47,43,17.4,15.3,,,,,0.583071584789712,0.0052560671439778
703,31631,No,Southern Georgia,3753,ZCTA,ZCTA5 31631,310,102,53,42,17.1,12.5,74,38,23.9,9.6,85,42,27.4,10.2,39,27,12.6,7.6,43,34,13.9,10,16,17,5.2,5.1,0,32,0,10.3,127,57,41,12.6,183,70,59,11.7,16,36,5.2,11.5,,,,,2.64140759347587,0.0305317505796434
704,31523,No,Coastal Regional Commission,3705,ZCTA,ZCTA5 31523,9647,672,284,143,2.9,1.5,746,265,7.7,2.7,3035,415,31.5,3.7,2338,414,24.2,3.9,771,237,8,2.4,1563,318,16.2,3.1,910,244,9.4,2.4,1030,301,10.7,3,8617,749,89.3,4.6,2473,400,25.6,3.7,,,,,1.48403853401402,0.0485842688310601
705,39827,No,Southwest Georgia,3862,ZCTA,ZCTA5 39827,2789,439,217,127,7.8,4.4,441,198,15.8,6.7,1001,198,35.9,4.3,490,166,17.6,5.3,220,97,7.9,3.3,246,110,8.8,3.7,174,83,6.2,2.8,658,236,23.6,7.6,2131,309,76.4,16.4,420,138,15.1,4.3,,,,,0.835339472725029,0.0147068624657569
706,31632,No,Southern Georgia,3754,ZCTA,ZCTA5 31632,8022,603,303,132,3.8,1.6,703,220,8.8,2.7,2325,387,29,4.3,1703,308,21.2,3.5,741,181,9.2,2.1,1344,278,16.8,3.2,903,250,11.3,3,1006,257,12.5,3.1,7016,646,87.5,4.7,2247,374,28,4.2,,,,,1.32669933080951,0.0278027941884183
707,31524,No,Coastal Regional Commission,3706,ZCTA,ZCTA5 31524,0,13,0,37,,,0,37,,,0,18,,,0,26,,,0,18,,,0,18,,,0,32,,,0,52,,,0,52,,,0,37,,,,,,,0.112463863286387,0.000420021491227908
708,31634,No,Southern Georgia,3755,ZCTA,ZCTA5 31634,3782,265,314,117,8.3,3,588,128,15.5,3.2,1320,230,34.9,5.6,810,194,21.4,4.9,218,112,5.8,2.9,321,131,8.5,3.4,211,92,5.6,2.4,902,173,23.8,4.3,2880,359,76.2,7.8,532,160,14.1,4.1,,,,,2.60489286458984,0.0699065197035853
709,31635,No,Southern Georgia,3756,ZCTA,ZCTA5 31635,3843,325,366,144,9.5,3.6,596,189,15.5,4.7,1239,248,32.2,5.8,478,148,12.4,3.7,464,173,12.1,4.4,468,184,12.2,4.7,232,119,6,3.1,962,237,25,5.8,2881,402,75,8.3,700,219,18.2,5.5,,,,,1.64667833257528,0.0296993452127467
710,39828,No,Southwest Georgia,3863,ZCTA,ZCTA5 39828,9898,528,936,230,9.5,2.3,1403,308,14.2,3,3517,358,35.5,3.1,1580,306,16,3,1087,213,11,2.1,842,192,8.5,1.9,533,171,5.4,1.7,2339,385,23.6,3.7,7559,578,76.4,4.2,1375,258,13.9,2.5,,,,,1.29812198275742,0.0343079752944284
711,31636,No,Southern Georgia,3757,ZCTA,ZCTA5 31636,6459,446,410,136,6.3,2.1,788,188,12.2,2.8,2120,277,32.8,3.6,1542,214,23.9,2.9,480,149,7.4,2.3,692,155,10.7,2.3,427,117,6.6,1.8,1198,232,18.5,3.4,5261,427,81.5,3.5,1119,194,17.3,2.8,,,,,1.72643124932716,0.0495406699499082
712,39834,No,Southwest Georgia,3864,ZCTA,ZCTA5 39834,1678,214,115,76,6.9,4.5,137,68,8.2,3.9,586,151,34.9,7.8,467,123,27.8,6.4,221,84,13.2,4.7,74,38,4.4,2.2,78,42,4.6,2.5,252,102,15,5.8,1426,219,85,7.3,152,57,9.1,3.2,,,,,1.18803358516875,0.029762804280832
713,31637,No,SG / SW,3758,ZCTA,ZCTA5 31637,2207,322,186,67,8.4,2.8,316,99,14.3,4,962,199,43.6,6.4,330,106,15,4.3,215,85,9.7,3.6,161,69,7.3,2.9,37,31,1.7,1.4,502,120,22.7,4.3,1705,252,77.3,1.9,198,76,9,3.2,,,,,0.984219458090793,0.0197375496811678
